transaction_id,date,year,month,day,day_of_week,category,product_name,unit_price,quantity,total_amount,discount_percent,discount_amount,final_amount,region,customer_type,payment_method
TXN005881,2023-03-14,2023,3,14,Tuesday,Books,Tech Book,53.94,1,53.94,0,0.0,53.94,South,Returning,Debit Card
TXN009213,2023-03-14,2023,3,14,Tuesday,Electronics,Apple Watch,456.12,1,456.12,20,91.22,364.9,North,VIP,Cash
TXN003845,2023-03-14,2023,3,14,Tuesday,Clothing,T-Shirt,42.41,4,169.64,0,0.0,169.64,North,Returning,Bank Transfer
TXN008550,2023-03-14,2023,3,14,Tuesday,Books,Tech Book,52.75,1,52.75,0,0.0,52.75,West,Returning,PayPal
TXN008240,2023-03-14,2023,3,14,Tuesday,Sports,Dumbbell Set,114.68,3,344.04,0,0.0,344.04,South,New,PayPal
TXN000477,2023-03-14,2023,3,14,Tuesday,Electronics,MacBook Pro,2246.44,2,4492.88,20,898.58,3594.3,West,Returning,Bank Transfer
TXN005738,2023-03-14,2023,3,14,Tuesday,Books,Fiction Novel,17.54,1,17.54,20,3.51,14.03,East,New,Credit Card
TXN001220,2023-03-14,2023,3,14,Tuesday,Clothing,T-Shirt,41.03,2,82.06,0,0.0,82.06,East,VIP,Credit Card
TXN002731,2023-03-14,2023,3,14,Tuesday,Sports,Running Shoes,89.37,3,268.11,15,40.22,227.89,South,Returning,Bank Transfer
TXN005246,2023-03-14,2023,3,14,Tuesday,Home & Garden,Blender,59.98,1,59.98,0,0.0,59.98,South,Returning,Debit Card
TXN005008,2023-03-14,2023,3,14,Tuesday,Electronics,iPhone 15,1162.6,3,3487.8,0,0.0,3487.8,North,Returning,Cash
TXN000468,2023-03-14,2023,3,14,Tuesday,Electronics,AirPods Pro,239.86,1,239.86,0,0.0,239.86,North,Returning,Cash
TXN005526,2023-03-15,2023,3,15,Wednesday,Electronics,MacBook Pro,2026.81,5,10134.05,0,0.0,10134.05,East,VIP,Debit Card
TXN003249,2023-03-15,2023,3,15,Wednesday,Electronics,AirPods Pro,203.32,1,203.32,0,0.0,203.32,East,Returning,PayPal
TXN005104,2023-03-15,2023,3,15,Wednesday,Books,Cookbook,28.33,1,28.33,0,0.0,28.33,West,Returning,Bank Transfer
TXN007409,2023-03-15,2023,3,15,Wednesday,Clothing,T-Shirt,27.62,1,27.62,0,0.0,27.62,West,VIP,Debit Card
TXN000855,2023-03-15,2023,3,15,Wednesday,Sports,Tennis Racket,149.74,1,149.74,0,0.0,149.74,North,Returning,Debit Card
TXN008121,2023-03-15,2023,3,15,Wednesday,Sports,Running Shoes,128.4,3,385.2,15,57.78,327.42,East,VIP,Credit Card
TXN004167,2023-03-15,2023,3,15,Wednesday,Books,Self-Help,19.42,3,58.26,0,0.0,58.26,West,VIP,Bank Transfer
TXN004077,2023-03-15,2023,3,15,Wednesday,Home & Garden,Lamp,59.61,2,119.22,20,23.84,95.38,South,Returning,Bank Transfer
TXN009886,2023-03-15,2023,3,15,Wednesday,Books,Tech Book,37.51,1,37.51,0,0.0,37.51,West,Returning,Bank Transfer
TXN004687,2023-03-15,2023,3,15,Wednesday,Electronics,MacBook Pro,2097.27,1,2097.27,0,0.0,2097.27,West,Returning,Credit Card
TXN001828,2023-03-15,2023,3,15,Wednesday,Clothing,T-Shirt,32.19,1,32.19,0,0.0,32.19,South,Returning,Bank Transfer
TXN003127,2023-03-15,2023,3,15,Wednesday,Sports,Tennis Racket,122.89,3,368.67,0,0.0,368.67,South,New,Credit Card
TXN001879,2023-03-15,2023,3,15,Wednesday,Home & Garden,Lamp,44.85,1,44.85,0,0.0,44.85,North,Returning,Cash
TXN006826,2023-03-15,2023,3,15,Wednesday,Sports,Dumbbell Set,98.8,3,296.4,0,0.0,296.4,East,Returning,Cash
TXN000479,2023-03-16,2023,3,16,Thursday,Sports,Bicycle,482.71,1,482.71,0,0.0,482.71,North,Returning,Cash
TXN005035,2023-03-16,2023,3,16,Thursday,Electronics,MacBook Pro,2071.88,1,2071.88,0,0.0,2071.88,East,VIP,PayPal
TXN001896,2023-03-16,2023,3,16,Thursday,Electronics,MacBook Pro,2433.73,3,7301.19,0,0.0,7301.19,South,VIP,Credit Card
TXN009491,2023-03-16,2023,3,16,Thursday,Clothing,Dress,94.01,2,188.02,0,0.0,188.02,East,Returning,Debit Card
TXN002855,2023-03-16,2023,3,16,Thursday,Clothing,Sneakers,106.08,2,212.16,0,0.0,212.16,West,Returning,Debit Card
TXN002267,2023-03-16,2023,3,16,Thursday,Electronics,iPad Air,788.99,1,788.99,0,0.0,788.99,South,New,PayPal
TXN004270,2023-03-16,2023,3,16,Thursday,Sports,Dumbbell Set,68.02,1,68.02,0,0.0,68.02,South,Returning,Debit Card
TXN003834,2023-03-16,2023,3,16,Thursday,Books,Children Book,16.2,5,81.0,20,16.2,64.8,South,VIP,Cash
TXN004075,2023-03-16,2023,3,16,Thursday,Clothing,Jeans,60.48,1,60.48,0,0.0,60.48,South,Returning,Credit Card
TXN002808,2023-03-16,2023,3,16,Thursday,Books,Fiction Novel,20.93,1,20.93,0,0.0,20.93,North,New,Debit Card
TXN000048,2023-03-16,2023,3,16,Thursday,Books,Tech Book,51.79,1,51.79,0,0.0,51.79,South,Returning,PayPal
TXN005853,2023-03-16,2023,3,16,Thursday,Clothing,Jeans,77.26,1,77.26,0,0.0,77.26,North,Returning,PayPal
TXN003654,2023-03-16,2023,3,16,Thursday,Clothing,Dress,60.96,3,182.88,20,36.58,146.3,South,Returning,PayPal
TXN001200,2023-03-16,2023,3,16,Thursday,Clothing,Jacket,170.85,2,341.7,0,0.0,341.7,South,Returning,PayPal
TXN000164,2023-03-17,2023,3,17,Friday,Electronics,iPad Air,779.24,3,2337.72,0,0.0,2337.72,South,Returning,Debit Card
TXN009517,2023-03-17,2023,3,17,Friday,Home & Garden,Coffee Maker,56.25,3,168.75,0,0.0,168.75,West,VIP,Debit Card
TXN004354,2023-03-17,2023,3,17,Friday,Home & Garden,Blender,73.87,1,73.87,0,0.0,73.87,West,New,Debit Card
TXN008605,2023-03-17,2023,3,17,Friday,Electronics,AirPods Pro,211.17,1,211.17,0,0.0,211.17,South,VIP,Bank Transfer
TXN000547,2023-03-17,2023,3,17,Friday,Electronics,iPhone 15,1057.98,5,5289.9,0,0.0,5289.9,West,Returning,Credit Card
TXN006914,2023-03-17,2023,3,17,Friday,Electronics,iPad Air,777.91,1,777.91,0,0.0,777.91,West,Returning,Debit Card
TXN001712,2023-03-17,2023,3,17,Friday,Clothing,Jacket,110.07,1,110.07,0,0.0,110.07,West,Returning,Cash
TXN005469,2023-03-17,2023,3,17,Friday,Clothing,T-Shirt,44.89,3,134.67,0,0.0,134.67,West,New,PayPal
TXN000049,2023-03-17,2023,3,17,Friday,Electronics,iPad Air,723.23,1,723.23,0,0.0,723.23,North,Returning,Credit Card
TXN008110,2023-03-17,2023,3,17,Friday,Clothing,Dress,65.89,1,65.89,25,16.47,49.42,East,New,Bank Transfer
TXN007394,2023-03-17,2023,3,17,Friday,Home & Garden,Coffee Maker,98.06,1,98.06,0,0.0,98.06,West,Returning,PayPal
TXN003870,2023-03-17,2023,3,17,Friday,Home & Garden,Blender,47.7,1,47.7,0,0.0,47.7,North,Returning,Bank Transfer
TXN007417,2023-03-18,2023,3,18,Saturday,Books,Tech Book,38.9,3,116.7,0,0.0,116.7,North,VIP,Credit Card
TXN009072,2023-03-18,2023,3,18,Saturday,Clothing,Jacket,115.27,3,345.81,0,0.0,345.81,North,VIP,Bank Transfer
TXN000273,2023-03-18,2023,3,18,Saturday,Books,Cookbook,32.79,2,65.58,0,0.0,65.58,South,New,Credit Card
TXN008122,2023-03-18,2023,3,18,Saturday,Sports,Yoga Mat,31.07,1,31.07,0,0.0,31.07,East,New,Cash
TXN006899,2023-03-18,2023,3,18,Saturday,Home & Garden,Blender,57.58,2,115.16,10,11.52,103.64,South,New,Cash
TXN005028,2023-03-18,2023,3,18,Saturday,Books,Children Book,11.13,1,11.13,0,0.0,11.13,South,New,Credit Card
TXN006067,2023-03-18,2023,3,18,Saturday,Home & Garden,Air Purifier,123.02,2,246.04,0,0.0,246.04,South,VIP,PayPal
TXN005463,2023-03-18,2023,3,18,Saturday,Electronics,MacBook Pro,2480.42,1,2480.42,0,0.0,2480.42,East,Returning,Debit Card
TXN001592,2023-03-18,2023,3,18,Saturday,Clothing,Jacket,149.5,3,448.5,0,0.0,448.5,South,VIP,Bank Transfer
TXN002330,2023-03-18,2023,3,18,Saturday,Sports,Yoga Mat,25.58,1,25.58,5,1.28,24.3,North,New,Debit Card
TXN009320,2023-03-18,2023,3,18,Saturday,Clothing,Jeans,86.41,1,86.41,0,0.0,86.41,South,New,Bank Transfer
TXN007984,2023-03-18,2023,3,18,Saturday,Electronics,AirPods Pro,210.17,4,840.68,0,0.0,840.68,West,Returning,Cash
TXN001586,2023-03-18,2023,3,18,Saturday,Sports,Dumbbell Set,63.5,3,190.5,0,0.0,190.5,North,Returning,Credit Card
TXN005417,2023-03-18,2023,3,18,Saturday,Home & Garden,Blender,71.15,2,142.3,0,0.0,142.3,North,Returning,Debit Card
TXN002122,2023-03-18,2023,3,18,Saturday,Clothing,Dress,90.18,1,90.18,0,0.0,90.18,South,Returning,Credit Card
TXN007386,2023-03-18,2023,3,18,Saturday,Sports,Bicycle,361.01,1,361.01,0,0.0,361.01,East,Returning,Cash
TXN005996,2023-03-19,2023,3,19,Sunday,Home & Garden,Lamp,46.54,1,46.54,10,4.65,41.89,South,VIP,Debit Card
TXN000037,2023-03-19,2023,3,19,Sunday,Books,Tech Book,45.55,1,45.55,0,0.0,45.55,North,New,Debit Card
TXN000757,2023-03-19,2023,3,19,Sunday,Clothing,Sneakers,86.51,1,86.51,0,0.0,86.51,South,New,PayPal
TXN009661,2023-03-19,2023,3,19,Sunday,Home & Garden,Air Purifier,219.56,1,219.56,0,0.0,219.56,North,New,Cash
TXN002874,2023-03-19,2023,3,19,Sunday,Electronics,iPad Air,758.88,1,758.88,0,0.0,758.88,West,New,Bank Transfer
TXN004170,2023-03-19,2023,3,19,Sunday,Clothing,Jeans,54.64,4,218.56,0,0.0,218.56,North,VIP,Credit Card
TXN008276,2023-03-19,2023,3,19,Sunday,Home & Garden,Air Purifier,193.01,1,193.01,0,0.0,193.01,South,New,Bank Transfer
TXN008052,2023-03-19,2023,3,19,Sunday,Sports,Bicycle,398.74,2,797.48,0,0.0,797.48,West,Returning,Debit Card
TXN008365,2023-03-19,2023,3,19,Sunday,Electronics,MacBook Pro,2034.16,1,2034.16,0,0.0,2034.16,North,Returning,Bank Transfer
TXN004045,2023-03-20,2023,3,20,Monday,Home & Garden,Air Purifier,247.28,1,247.28,0,0.0,247.28,North,New,Credit Card
TXN001215,2023-03-20,2023,3,20,Monday,Sports,Yoga Mat,38.15,1,38.15,0,0.0,38.15,South,Returning,Cash
TXN006929,2023-03-20,2023,3,20,Monday,Home & Garden,Vacuum Cleaner,275.42,2,550.84,0,0.0,550.84,North,Returning,Debit Card
TXN007137,2023-03-20,2023,3,20,Monday,Home & Garden,Lamp,34.22,4,136.88,20,27.38,109.5,South,VIP,Cash
TXN007940,2023-03-20,2023,3,20,Monday,Clothing,Dress,91.25,1,91.25,0,0.0,91.25,East,VIP,PayPal
TXN003591,2023-03-20,2023,3,20,Monday,Home & Garden,Blender,78.11,1,78.11,0,0.0,78.11,East,Returning,PayPal
TXN002723,2023-03-20,2023,3,20,Monday,Home & Garden,Vacuum Cleaner,155.88,1,155.88,0,0.0,155.88,East,Returning,Credit Card
TXN006590,2023-03-20,2023,3,20,Monday,Clothing,Sneakers,109.18,1,109.18,15,16.38,92.8,West,Returning,Cash
TXN006079,2023-03-20,2023,3,20,Monday,Electronics,iPhone 15,1025.22,1,1025.22,0,0.0,1025.22,East,New,Cash
TXN000396,2023-03-20,2023,3,20,Monday,Sports,Dumbbell Set,102.66,4,410.64,0,0.0,410.64,East,New,Cash
TXN005297,2023-03-20,2023,3,20,Monday,Books,Fiction Novel,22.86,2,45.72,0,0.0,45.72,West,New,Bank Transfer
TXN003489,2023-03-20,2023,3,20,Monday,Books,Cookbook,25.13,1,25.13,0,0.0,25.13,South,Returning,Cash
TXN004613,2023-03-20,2023,3,20,Monday,Home & Garden,Coffee Maker,64.27,4,257.08,0,0.0,257.08,West,Returning,PayPal
TXN008080,2023-03-20,2023,3,20,Monday,Sports,Running Shoes,90.28,1,90.28,0,0.0,90.28,West,Returning,Debit Card
TXN001848,2023-03-20,2023,3,20,Monday,Electronics,iPhone 15,1173.65,2,2347.3,0,0.0,2347.3,West,VIP,Credit Card
TXN009565,2023-03-20,2023,3,20,Monday,Electronics,AirPods Pro,227.58,1,227.58,0,0.0,227.58,South,Returning,PayPal
TXN000494,2023-03-21,2023,3,21,Tuesday,Home & Garden,Vacuum Cleaner,212.44,1,212.44,0,0.0,212.44,West,New,PayPal
TXN008161,2023-03-21,2023,3,21,Tuesday,Clothing,Sneakers,108.2,4,432.8,0,0.0,432.8,North,New,PayPal
TXN002532,2023-03-21,2023,3,21,Tuesday,Electronics,AirPods Pro,222.25,3,666.75,0,0.0,666.75,North,VIP,Cash
TXN009710,2023-03-21,2023,3,21,Tuesday,Books,Self-Help,22.72,1,22.72,20,4.54,18.18,North,New,PayPal
TXN008499,2023-03-21,2023,3,21,Tuesday,Sports,Tennis Racket,144.82,1,144.82,0,0.0,144.82,South,Returning,Bank Transfer
TXN001422,2023-03-21,2023,3,21,Tuesday,Clothing,Sneakers,88.69,1,88.69,0,0.0,88.69,East,Returning,Debit Card
TXN000831,2023-03-21,2023,3,21,Tuesday,Electronics,Apple Watch,425.58,1,425.58,5,21.28,404.3,North,Returning,PayPal
TXN007305,2023-03-21,2023,3,21,Tuesday,Home & Garden,Air Purifier,224.3,3,672.9,0,0.0,672.9,North,Returning,Cash
TXN000241,2023-03-21,2023,3,21,Tuesday,Home & Garden,Blender,47.68,4,190.72,0,0.0,190.72,North,New,Debit Card
TXN000218,2023-03-21,2023,3,21,Tuesday,Electronics,iPad Air,771.35,2,1542.7,5,77.14,1465.56,East,Returning,Cash
TXN006851,2023-03-21,2023,3,21,Tuesday,Books,Tech Book,36.63,2,73.26,0,0.0,73.26,South,New,Credit Card
TXN003960,2023-03-21,2023,3,21,Tuesday,Sports,Tennis Racket,123.73,1,123.73,0,0.0,123.73,East,VIP,Bank Transfer
TXN002402,2023-03-21,2023,3,21,Tuesday,Sports,Running Shoes,135.65,1,135.65,0,0.0,135.65,West,New,Debit Card
TXN007118,2023-03-21,2023,3,21,Tuesday,Sports,Yoga Mat,35.98,2,71.96,20,14.39,57.57,West,New,Bank Transfer
TXN009361,2023-03-21,2023,3,21,Tuesday,Electronics,iPad Air,683.85,1,683.85,0,0.0,683.85,East,New,PayPal
TXN008227,2023-03-21,2023,3,21,Tuesday,Electronics,MacBook Pro,2059.38,3,6178.14,0,0.0,6178.14,East,Returning,Cash
TXN004288,2023-03-21,2023,3,21,Tuesday,Electronics,Apple Watch,492.05,4,1968.2,0,0.0,1968.2,South,Returning,Credit Card
TXN001285,2023-03-21,2023,3,21,Tuesday,Electronics,iPhone 15,1083.98,2,2167.96,10,216.8,1951.16,West,Returning,Cash
TXN008974,2023-03-21,2023,3,21,Tuesday,Clothing,Sneakers,140.67,3,422.01,15,63.3,358.71,West,New,Bank Transfer
TXN008616,2023-03-22,2023,3,22,Wednesday,Home & Garden,Vacuum Cleaner,278.93,3,836.79,0,0.0,836.79,East,New,Cash
TXN008649,2023-03-22,2023,3,22,Wednesday,Books,Children Book,13.3,2,26.6,0,0.0,26.6,West,Returning,PayPal
TXN009314,2023-03-22,2023,3,22,Wednesday,Sports,Tennis Racket,74.28,1,74.28,0,0.0,74.28,North,Returning,Cash
TXN007506,2023-03-22,2023,3,22,Wednesday,Books,Tech Book,54.1,3,162.3,0,0.0,162.3,South,Returning,Debit Card
TXN003871,2023-03-22,2023,3,22,Wednesday,Sports,Running Shoes,115.62,4,462.48,0,0.0,462.48,North,New,Bank Transfer
TXN008932,2023-03-22,2023,3,22,Wednesday,Sports,Bicycle,546.87,2,1093.74,0,0.0,1093.74,North,New,Credit Card
TXN002618,2023-03-22,2023,3,22,Wednesday,Home & Garden,Air Purifier,233.26,2,466.52,10,46.65,419.87,West,New,Bank Transfer
TXN005861,2023-03-22,2023,3,22,Wednesday,Clothing,Jeans,63.74,2,127.48,0,0.0,127.48,South,New,Debit Card
TXN005590,2023-03-22,2023,3,22,Wednesday,Sports,Running Shoes,137.35,1,137.35,0,0.0,137.35,West,Returning,Cash
TXN002374,2023-03-22,2023,3,22,Wednesday,Home & Garden,Coffee Maker,52.02,2,104.04,0,0.0,104.04,West,New,Cash
TXN008213,2023-03-22,2023,3,22,Wednesday,Electronics,iPad Air,764.36,1,764.36,0,0.0,764.36,South,VIP,Debit Card
TXN003295,2023-03-22,2023,3,22,Wednesday,Home & Garden,Blender,78.55,1,78.55,0,0.0,78.55,West,New,Cash
TXN003272,2023-03-22,2023,3,22,Wednesday,Sports,Bicycle,608.23,3,1824.69,0,0.0,1824.69,West,Returning,Cash
TXN006358,2023-03-22,2023,3,22,Wednesday,Electronics,iPhone 15,1017.78,1,1017.78,0,0.0,1017.78,South,Returning,Bank Transfer
TXN009232,2023-03-22,2023,3,22,Wednesday,Books,Cookbook,29.24,1,29.24,0,0.0,29.24,South,New,Cash
TXN005799,2023-03-22,2023,3,22,Wednesday,Books,Self-Help,25.87,1,25.87,0,0.0,25.87,West,Returning,Bank Transfer
TXN004408,2023-03-22,2023,3,22,Wednesday,Books,Children Book,18.58,5,92.9,0,0.0,92.9,West,VIP,Debit Card
TXN008603,2023-03-22,2023,3,22,Wednesday,Electronics,iPhone 15,1181.84,5,5909.2,0,0.0,5909.2,North,Returning,Credit Card
TXN009273,2023-03-23,2023,3,23,Thursday,Home & Garden,Lamp,53.55,1,53.55,0,0.0,53.55,North,Returning,Credit Card
TXN006734,2023-03-23,2023,3,23,Thursday,Books,Self-Help,22.25,4,89.0,0,0.0,89.0,North,Returning,Debit Card
TXN004936,2023-03-23,2023,3,23,Thursday,Sports,Dumbbell Set,104.07,2,208.14,5,10.41,197.73,South,VIP,Bank Transfer
TXN009807,2023-03-23,2023,3,23,Thursday,Electronics,Apple Watch,442.84,1,442.84,20,88.57,354.27,South,Returning,Credit Card
TXN007927,2023-03-23,2023,3,23,Thursday,Books,Fiction Novel,13.36,1,13.36,0,0.0,13.36,East,Returning,Credit Card
TXN000882,2023-03-23,2023,3,23,Thursday,Sports,Tennis Racket,115.11,2,230.22,0,0.0,230.22,North,Returning,Debit Card
TXN006035,2023-03-23,2023,3,23,Thursday,Books,Fiction Novel,24.91,1,24.91,0,0.0,24.91,North,Returning,Bank Transfer
TXN007245,2023-03-23,2023,3,23,Thursday,Home & Garden,Vacuum Cleaner,192.67,1,192.67,0,0.0,192.67,West,Returning,PayPal
TXN005144,2023-03-23,2023,3,23,Thursday,Electronics,iPad Air,637.7,1,637.7,25,159.43,478.27,East,VIP,Credit Card
TXN000741,2023-03-23,2023,3,23,Thursday,Books,Children Book,14.35,2,28.7,10,2.87,25.83,South,New,PayPal
TXN006634,2023-03-23,2023,3,23,Thursday,Books,Self-Help,24.69,1,24.69,5,1.23,23.46,North,New,Credit Card
TXN009098,2023-03-23,2023,3,23,Thursday,Sports,Tennis Racket,76.89,3,230.67,25,57.67,173.0,West,Returning,Cash
TXN004218,2023-03-23,2023,3,23,Thursday,Clothing,Sneakers,115.86,1,115.86,0,0.0,115.86,South,Returning,PayPal
TXN000782,2023-03-23,2023,3,23,Thursday,Home & Garden,Blender,65.25,1,65.25,0,0.0,65.25,West,Returning,Credit Card
TXN009028,2023-03-23,2023,3,23,Thursday,Sports,Bicycle,370.61,3,1111.83,25,277.96,833.87,South,Returning,Bank Transfer
TXN004789,2023-03-23,2023,3,23,Thursday,Sports,Bicycle,638.16,1,638.16,0,0.0,638.16,South,VIP,Debit Card
TXN004753,2023-03-24,2023,3,24,Friday,Home & Garden,Coffee Maker,87.59,1,87.59,0,0.0,87.59,West,New,Cash
TXN000194,2023-03-24,2023,3,24,Friday,Books,Self-Help,21.39,1,21.39,20,4.28,17.11,South,VIP,Credit Card
TXN006628,2023-03-24,2023,3,24,Friday,Clothing,Dress,61.06,3,183.18,0,0.0,183.18,East,New,Cash
TXN009598,2023-03-24,2023,3,24,Friday,Clothing,Jacket,193.68,2,387.36,0,0.0,387.36,East,Returning,Debit Card
TXN002067,2023-03-24,2023,3,24,Friday,Electronics,Apple Watch,421.42,1,421.42,0,0.0,421.42,North,Returning,Bank Transfer
TXN004463,2023-03-24,2023,3,24,Friday,Books,Fiction Novel,18.88,2,37.76,5,1.89,35.87,North,Returning,Bank Transfer
TXN004243,2023-03-24,2023,3,24,Friday,Home & Garden,Vacuum Cleaner,251.65,3,754.95,0,0.0,754.95,West,Returning,Credit Card
TXN006228,2023-03-24,2023,3,24,Friday,Home & Garden,Lamp,43.3,2,86.6,0,0.0,86.6,East,New,Debit Card
TXN009752,2023-03-24,2023,3,24,Friday,Clothing,T-Shirt,38.15,1,38.15,0,0.0,38.15,West,VIP,Bank Transfer
TXN007344,2023-03-24,2023,3,24,Friday,Sports,Yoga Mat,47.31,4,189.24,0,0.0,189.24,North,Returning,PayPal
TXN007775,2023-03-24,2023,3,24,Friday,Electronics,AirPods Pro,215.41,1,215.41,0,0.0,215.41,East,New,Bank Transfer
TXN009892,2023-03-24,2023,3,24,Friday,Home & Garden,Lamp,57.76,3,173.28,0,0.0,173.28,South,Returning,Debit Card
TXN003593,2023-03-24,2023,3,24,Friday,Sports,Running Shoes,135.31,1,135.31,0,0.0,135.31,East,Returning,Cash
TXN009105,2023-03-24,2023,3,24,Friday,Electronics,AirPods Pro,220.5,1,220.5,0,0.0,220.5,North,New,Bank Transfer
TXN001011,2023-03-24,2023,3,24,Friday,Electronics,iPhone 15,1072.07,1,1072.07,0,0.0,1072.07,South,Returning,PayPal
TXN009869,2023-03-24,2023,3,24,Friday,Clothing,Dress,62.86,3,188.58,0,0.0,188.58,West,Returning,Credit Card
TXN002684,2023-03-24,2023,3,24,Friday,Clothing,Dress,86.54,1,86.54,0,0.0,86.54,North,New,Bank Transfer
TXN005862,2023-03-24,2023,3,24,Friday,Sports,Tennis Racket,114.19,2,228.38,0,0.0,228.38,South,New,Credit Card
TXN000096,2023-03-25,2023,3,25,Saturday,Books,Cookbook,35.04,1,35.04,0,0.0,35.04,South,Returning,PayPal
TXN002334,2023-03-25,2023,3,25,Saturday,Home & Garden,Coffee Maker,92.88,2,185.76,10,18.58,167.18,North,New,Debit Card
TXN001956,2023-03-25,2023,3,25,Saturday,Clothing,Sneakers,112.3,1,112.3,0,0.0,112.3,East,New,Bank Transfer
TXN001232,2023-03-25,2023,3,25,Saturday,Books,Children Book,18.13,1,18.13,0,0.0,18.13,South,New,Bank Transfer
TXN009970,2023-03-25,2023,3,25,Saturday,Electronics,MacBook Pro,2449.21,1,2449.21,15,367.38,2081.83,North,New,Bank Transfer
TXN003427,2023-03-25,2023,3,25,Saturday,Electronics,MacBook Pro,2266.19,1,2266.19,0,0.0,2266.19,South,Returning,Cash
TXN009296,2023-03-25,2023,3,25,Saturday,Books,Fiction Novel,21.67,1,21.67,0,0.0,21.67,North,New,Debit Card
TXN002687,2023-03-25,2023,3,25,Saturday,Electronics,AirPods Pro,207.25,1,207.25,0,0.0,207.25,East,Returning,Bank Transfer
TXN001217,2023-03-25,2023,3,25,Saturday,Electronics,iPad Air,673.71,2,1347.42,0,0.0,1347.42,West,Returning,Credit Card
TXN005568,2023-03-25,2023,3,25,Saturday,Books,Fiction Novel,16.72,1,16.72,5,0.84,15.88,North,Returning,Credit Card
TXN008786,2023-03-25,2023,3,25,Saturday,Electronics,Apple Watch,452.65,1,452.65,0,0.0,452.65,North,New,Cash
TXN000252,2023-03-25,2023,3,25,Saturday,Books,Fiction Novel,17.15,1,17.15,0,0.0,17.15,North,Returning,Cash
TXN000554,2023-03-25,2023,3,25,Saturday,Books,Tech Book,37.42,1,37.42,0,0.0,37.42,East,Returning,PayPal
TXN001284,2023-03-25,2023,3,25,Saturday,Books,Fiction Novel,13.91,1,13.91,0,0.0,13.91,South,New,Cash
TXN009817,2023-03-25,2023,3,25,Saturday,Sports,Yoga Mat,33.12,1,33.12,0,0.0,33.12,North,Returning,Debit Card
TXN002625,2023-03-25,2023,3,25,Saturday,Clothing,Dress,116.38,4,465.52,0,0.0,465.52,West,Returning,Debit Card
TXN005446,2023-03-25,2023,3,25,Saturday,Sports,Yoga Mat,41.43,5,207.15,0,0.0,207.15,South,Returning,Cash
TXN009709,2023-03-25,2023,3,25,Saturday,Sports,Tennis Racket,120.0,1,120.0,0,0.0,120.0,West,New,Bank Transfer
TXN004554,2023-03-26,2023,3,26,Sunday,Sports,Yoga Mat,27.13,1,27.13,0,0.0,27.13,West,New,Cash
TXN009667,2023-03-26,2023,3,26,Sunday,Sports,Yoga Mat,40.0,1,40.0,5,2.0,38.0,West,New,Debit Card
TXN002709,2023-03-26,2023,3,26,Sunday,Sports,Bicycle,406.94,1,406.94,0,0.0,406.94,North,New,PayPal
TXN003607,2023-03-26,2023,3,26,Sunday,Clothing,Sneakers,101.77,1,101.77,0,0.0,101.77,South,Returning,PayPal
TXN009455,2023-03-26,2023,3,26,Sunday,Home & Garden,Vacuum Cleaner,273.76,4,1095.04,0,0.0,1095.04,North,New,Credit Card
TXN002560,2023-03-26,2023,3,26,Sunday,Clothing,Sneakers,91.14,4,364.56,0,0.0,364.56,North,New,Cash
TXN003771,2023-03-26,2023,3,26,Sunday,Home & Garden,Vacuum Cleaner,218.56,1,218.56,0,0.0,218.56,South,Returning,Cash
TXN008860,2023-03-26,2023,3,26,Sunday,Electronics,AirPods Pro,236.59,1,236.59,0,0.0,236.59,West,Returning,PayPal
TXN008216,2023-03-26,2023,3,26,Sunday,Books,Self-Help,28.99,3,86.97,20,17.39,69.58,East,New,Credit Card
TXN006277,2023-03-26,2023,3,26,Sunday,Books,Self-Help,26.9,3,80.7,0,0.0,80.7,East,VIP,Credit Card
TXN006764,2023-03-26,2023,3,26,Sunday,Electronics,iPad Air,747.15,3,2241.45,0,0.0,2241.45,West,VIP,PayPal
TXN009769,2023-03-26,2023,3,26,Sunday,Sports,Tennis Racket,120.02,1,120.02,0,0.0,120.02,East,New,PayPal
TXN004832,2023-03-26,2023,3,26,Sunday,Clothing,Jeans,78.49,1,78.49,0,0.0,78.49,East,Returning,Credit Card
TXN004873,2023-03-26,2023,3,26,Sunday,Books,Self-Help,28.67,1,28.67,0,0.0,28.67,South,Returning,Cash
TXN008462,2023-03-26,2023,3,26,Sunday,Sports,Tennis Racket,89.36,1,89.36,0,0.0,89.36,East,Returning,Bank Transfer
TXN000269,2023-03-26,2023,3,26,Sunday,Books,Self-Help,20.51,1,20.51,0,0.0,20.51,East,VIP,PayPal
TXN009717,2023-03-26,2023,3,26,Sunday,Clothing,Jeans,83.29,2,166.58,0,0.0,166.58,East,VIP,PayPal
TXN003488,2023-03-26,2023,3,26,Sunday,Electronics,AirPods Pro,244.71,2,489.42,0,0.0,489.42,West,VIP,Bank Transfer
TXN007354,2023-03-26,2023,3,26,Sunday,Clothing,Jeans,88.82,2,177.64,25,44.41,133.23,South,Returning,Credit Card
TXN007949,2023-03-27,2023,3,27,Monday,Home & Garden,Coffee Maker,85.23,1,85.23,0,0.0,85.23,South,Returning,PayPal
TXN002202,2023-03-27,2023,3,27,Monday,Sports,Running Shoes,109.38,3,328.14,0,0.0,328.14,South,New,PayPal
TXN008650,2023-03-27,2023,3,27,Monday,Books,Cookbook,36.43,4,145.72,0,0.0,145.72,North,Returning,Credit Card
